Issue Number,Airtel Site ID,Alarm Start Time,DURATION,MTTR,Root Cause,Category,Sub-Cat 1,Sub-Cat 2,Sub-Cat 3,Underlying Cause,AIRTEL CLASS,key,incident date,Cat,S-Cat1,S-Cat2,S-Cat3
5765252,AB0829,2023-04-01 23:04:00,55.98333333386108,0.9330555555643514,Power,,,,,Faulty Priming Pump,Silver,5765252_2023-04-01 23:04:00,2023-04-01,Generator,Mechanical,Engine,Hand Primer
5764005,AB0014,2023-04-01 22:15:00,62.99999999580905,1.0499999999301508,Power,,,,,Rectifier Fault|Controller Fault,Platinum,5764005_2023-04-01 22:15:00,2023-04-01,Other Equipment,Rectifier,Others,Others
5762643,KD0112,2023-04-01 21:25:00,34.00000001,0.566666667,Power,,,,,DG Coolant low,Gold,5762643_2023-04-01 21:25:00,2023-04-01,Generator,Mechanical,Radiator,DG Coolant Low
5759171,KB0212,2023-04-01 19:35:00,14.00000000372529,0.2333333333954215,Power,,,,,DG Coolant low,Silver,5759171_2023-04-01 19:35:00,2023-04-01,Generator,Mechanical,Radiator,DG Coolant Low
5755835,AB0829,2023-04-01 18:25:00,98.99999999790452,1.6499999999650754,Power,,,,,Faulty Priming Pump,Silver,5755835_2023-04-01 18:25:00,2023-04-01,Generator,Mechanical,Engine,Hand Primer
5751164,KB0003,2023-04-01 16:42:00,34.00000001,0.566666667,Power,,,,,Rectifier Fault|Component Fault,Platinum,5751164_2023-04-01 16:42:00,2023-04-01,Other Equipment,Rectifier,Others,Others
5752273,KD0857,2023-04-01 16:39:00,39.00000000139698,0.6500000000232831,Power,,,,,DG Oil,Silver,5752273_2023-04-01 16:39:00,2023-04-01,Other Issues,Others,Others,Others
5747382,KD0039,2023-04-01 15:51:00,2.000000006519258,0.033333333,Power,,,,,DG Starter Battery Fault,Silver,5747382_2023-04-01 15:51:00,2023-04-01,Other Equipment,Battery,Starter Batteries,Starter Batteries
5747861,KD0052,2023-04-01 15:39:00,68.00000000162981,1.133333333360497,Power,,,,,DG Panel Alarms,Silver,5747861_2023-04-01 15:39:00,2023-04-01,Other Issues,Others,Others,Others
5747276,KN0016,2023-04-01 15:19:00,24.999999997671694,0.4166666666278615,Power,,,,,Faulty Fuel Solenoid,Platinum,5747276_2023-04-01 15:19:00,2023-04-01,Generator,Mechanical,Fuel,Low Diesel
5744712,KD0112,2023-04-01 14:27:00,52.000000001862645,0.8666666666977108,Power,,,,,Radiator Leakages,Gold,5744712_2023-04-01 14:27:00,2023-04-01,Generator,Mechanical,Radiator,Radiator Leakages
5742359,AB0829,2023-04-01 13:19:00,25.00000000814908,0.4166666668024845,Power,,,,,Contactor Fault,Silver,5742359_2023-04-01 13:19:00,2023-04-01,Other Issues,Others,Others,Others
5740492,NI0038,2023-04-01 12:55:00,40.99999999743886,0.6833333332906477,Power,,,,,LIB Fault|Faulty LIBs,Platinum,5740492_2023-04-01 12:55:00,2023-04-01,Other Equipment,Battery,Faulty LIBs,Others
5736839,NI0622,2023-04-01 11:23:00,305.9999999916181,5.099999999860302,Power,,,,,DG Starter Battery Fault,Silver,5736839_2023-04-01 11:23:00,2023-04-01,Other Equipment,Battery,Starter Batteries,Starter Batteries
5735702,KB0401,2023-04-01 10:23:00,201.99999999837016,3.366666666639503,Power,,,,,DG AC Alternator fault,Silver,5735702_2023-04-01 10:23:00,2023-04-01,Generator,Electrical,Alternator,Alternator Fault
5734036,KD0051,2023-04-01 09:53:00,45.0,0.75,Power,,,,,DG AC Alternator fault,Silver,5734036_2023-04-01 09:53:00,2023-04-01,Generator,Electrical,Alternator,Alternator Fault
5729894,KD0954,2023-04-01 06:02:00,142.00000000186265,2.3666666666977108,Power,,,,,Radiator Leakages,Silver,5729894_2023-04-01 06:02:00,2023-04-01,Generator,Mechanical,Radiator,Radiator Leakages
5726163,AB0829,2023-04-01 06:01:00,58.99999999324791,0.9833333332207984,Power,,,,,DG Hard Start,Silver,5726163_2023-04-01 06:01:00,2023-04-01,Generator,Electrical,Battery,Hard Start
5729106,AB1234,2023-04-01 05:46:00,178.00000000395812,2.966666666732636,Power,,,,,Radiator Leakages,Silver,5729106_2023-04-01 05:46:00,2023-04-01,Generator,Mechanical,Radiator,Radiator Leakages
5724121,KD1061,2023-04-01 05:39:00,68.99999999441206,1.1499999999068675,Power,,,,,Weak/Faulty LABs,Silver,5724121_2023-04-01 05:39:00,2023-04-01,Other Issues,Others,Others,Others
5724072,KD0017,2023-04-01 05:37:00,95.00000000582077,1.583333333430346,Power,,,,,Human inteferance,Silver,5724072_2023-04-01 05:37:00,2023-04-01,Other Issues,Others,Others,Others
5723033,SK0396,2023-04-01 04:45:00,41.00000000791624,0.6833333334652707,Power,,,,,Faulty Charging Alternator,Silver,5723033_2023-04-01 04:45:00,2023-04-01,Generator,Electrical,Charging Alternator,Failure
5721318,KN0020,2023-04-01 03:05:00,60.99999999976717,1.0166666666627862,Power,,,,,DG Electric Fuel Pump,Silver,5721318_2023-04-01 03:05:00,2023-04-01,Generator,Mechanical,Fuel,Others
5721066,KD0865,2023-04-01 03:04:00,161.99999999371357,2.699999999895226,Power,,,,,DG Coolant low,Silver,5721066_2023-04-01 03:04:00,2023-04-01,Generator,Mechanical,Radiator,DG Coolant Low
5719766,AB1234,2023-04-01 02:08:00,136.00000000325963,2.266666666720994,Power,,,,,Radiator Leakages,Silver,5719766_2023-04-01 02:08:00,2023-04-01,Generator,Mechanical,Radiator,Radiator Leakages
5718879,KD0170,2023-04-01 01:39:00,358.0000000039581,5.966666666732635,Power,,,,,AVR Fault,Silver,5718879_2023-04-01 01:39:00,2023-04-01,Other Issues,Others,Others,Others
5716564,KD0403,2023-04-01 00:00:00,37.99999999813736,0.6333333333022892,Power,,,,,DG Coolant low,Silver,5716564_2023-04-01 00:00:00,2023-04-01,Generator,Mechanical,Radiator,DG Coolant Low
5716517,KD0954,2023-04-01 00:00:00,68.00000000162981,1.133333333360497,Power,,,,,Fuel System Fault,Silver,5716517_2023-04-01 00:00:00,2023-04-01,Generator,Mechanical,Fuel,Others
5814477,NI0328,2023-04-02 22:21:00,39.00000000139698,0.6500000000232831,Power,,,,,Faulty DG Contactor,Silver,5814477_2023-04-02 22:21:00,2023-04-02,Other Issues,Others,Others,Others
5812497,AB0115,2023-04-02 21:29:00,14.99999999650754,0.2499999999417923,Power,,,,,AVR Fault,Silver,5812497_2023-04-02 21:29:00,2023-04-02,Other Issues,Others,Others,Others
5810615,AB0038,2023-04-02 20:50:00,30.99999999627471,0.5166666666045785,Power,,,,,High Temperature,Silver,5810615_2023-04-02 20:50:00,2023-04-02,Other Issues,Others,Others,Others
5809131,AB0038,2023-04-02 19:41:00,28.0,0.466666667,Power,,,,,High Temperature,Silver,5809131_2023-04-02 19:41:00,2023-04-02,Other Issues,Others,Others,Others
5810324,KD0108,2023-04-02 19:29:00,270.98333333269693,4.516388888878282,Power,,,,,,Gold,5810324_2023-04-02 19:29:00,2023-04-02,Other Issues,Others,Others,Others
5808753,NI0328,2023-04-02 19:26:00,4.000000002561137,0.066666667,Power,,,,,Faulty DG Starter Relay,Silver,5808753_2023-04-02 19:26:00,2023-04-02,Other Issues,Others,Others,Others
5808324,AB0933,2023-04-02 19:24:00,65.0,1.0833333333721384,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Silver,5808324_2023-04-02 19:24:00,2023-04-02,Generator,Electrical,Breaker,Tripped Circuit Breaker
5806962,KD0394,2023-04-02 18:21:00,80.00000000931323,1.3333333334885538,Power,,,,,Radiator Leakages,Silver,5806962_2023-04-02 18:21:00,2023-04-02,Generator,Mechanical,Radiator,Radiator Leakages
5800555,AB0933,2023-04-02 16:29:00,99.00000001,1.6500000001396984,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Silver,5800555_2023-04-02 16:29:00,2023-04-02,Generator,Electrical,Breaker,Tripped Circuit Breaker
5794158,KD0394,2023-04-02 14:38:00,121.99999999953434,2.0333333333255723,Power,,,,,DG Fuel Filter,Silver,5794158_2023-04-02 14:38:00,2023-04-02,Generator,Mechanical,Fuel,Others
5786145,SK0265,2023-04-02 11:20:00,24.000000004889444,0.4000000000814907,Power,,,,,DG Oil,Silver,5786145_2023-04-02 11:20:00,2023-04-02,Other Issues,Others,Others,Others
5773505,KD0827,2023-04-02 05:52:00,391.0000000067521,6.5166666667792015,Power,,,,,Generator Fault,Silver,5773505_2023-04-02 05:52:00,2023-04-02,Other Issues,Others,Others,Others
5771556,KN0379,2023-04-02 03:49:00,206.0000000009313,3.433333333348856,Power,,,,,Faulty Starter Motor,Silver,5771556_2023-04-02 03:49:00,2023-04-02,Other Issues,Others,Others,Others
5771160,SK0436,2023-04-02 03:31:00,198.99999999906868,3.3166666666511446,Power,,,,,Faulty Priming Pump,Silver,5771160_2023-04-02 03:31:00,2023-04-02,Generator,Mechanical,Engine,Hand Primer
5771077,AB0829,2023-04-02 02:29:00,277.9999999946449,4.633333333244082,Power,,,,,DG Electric Fuel Pump,Silver,5771077_2023-04-02 02:29:00,2023-04-02,Generator,Mechanical,Fuel,Others
5767973,KD0318,2023-04-02 01:05:00,283.9999999932479,4.733333333220799,Power,,,,,DG Oil,Silver,5767973_2023-04-02 01:05:00,2023-04-02,Other Issues,Others,Others,Others
5765252,AB0829,2023-04-02 00:00:00,111.9999999983702,1.866666666639503,Power,,,,,Faulty Priming Pump,Silver,5765252_2023-04-02 00:00:00,2023-04-02,Generator,Mechanical,Engine,Hand Primer
5839275,AB0008,2023-04-03 11:18:00,42.00000000069849,0.7000000000116415,Power,,,,,DG Coolant low,Platinum,5839275_2023-04-03 11:18:00,2023-04-03,Generator,Mechanical,Radiator,DG Coolant Low
5848905,AB0038,2023-04-03 14:36:00,10.000000001164151,0.1666666666860692,Power,,,,,DG Overheating,Silver,5848905_2023-04-03 14:36:00,2023-04-03,Generator,Mechanical,Engine,Overheating
5848828,AB0060,2023-04-03 14:00:00,75.99999999627471,1.2666666666045785,Power,,,,,Aircon Switched off,Silver,5848828_2023-04-03 14:00:00,2023-04-03,Other Issues,Others,Others,Others
5853320,AB0064,2023-04-03 14:49:00,51.00000001,0.8500000001513399,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Silver,5853320_2023-04-03 14:49:00,2023-04-03,Generator,Electrical,Breaker,Tripped Circuit Breaker
5855318,AB9019,2023-04-03 14:44:00,7.000000001862645,0.1166666666977107,Power,,,,,Malfunctioning,Silver,5855318_2023-04-03 14:44:00,2023-04-03,Other Issues,Others,Others,Others
5834459,KB0003,2023-04-03 10:11:00,30.00000000349246,0.5000000000582077,Power,,,,,Generator Power Alarm,Platinum,5834459_2023-04-03 10:11:00,2023-04-03,Other Issues,Others,Others,Others
5823279,KD0035,2023-04-03 05:11:00,45.0,0.75,Power,,,,,Radiator Leakages,Silver,5823279_2023-04-03 05:11:00,2023-04-03,Generator,Mechanical,Radiator,Radiator Leakages
5821040,KD0052,2023-04-03 03:43:00,53.99999999790453,0.8999999999650754,Power,,,,,Faulty Priming Pump,Silver,5821040_2023-04-03 03:43:00,2023-04-03,Generator,Mechanical,Engine,Hand Primer
5831408,KD0060,2023-04-03 07:40:00,296.0000000009313,4.933333333348855,Power,,,,,Generator Failure,Platinum,5831408_2023-04-03 07:40:00,2023-04-03,Other Issues,Others,Others,Others
5858466,KD0084,2023-04-03 17:46:00,22.000000008847564,0.3666666668141261,Power,,,,,Generator Failure,Platinum,5858466_2023-04-03 17:46:00,2023-04-03,Other Issues,Others,Others,Others
5810324,KD0108,2023-04-03 00:00:00,300.00000000349246,5.000000000058208,Power,,,,,Water Pump Fault,Gold,5810324_2023-04-03 00:00:00,2023-04-03,Other Issues,Others,Others,Others
5823347,KD0454,2023-04-03 04:24:00,105.99999999976716,1.7666666666627862,Power,,,,,Faulty DG Contactor,Silver,5823347_2023-04-03 04:24:00,2023-04-03,Other Issues,Others,Others,Others
5849690,KD0471,2023-04-03 14:46:00,50.000000005820766,0.8333333334303461,Power,,,,,Faulty DG Contactor,Silver,5849690_2023-04-03 14:46:00,2023-04-03,Other Issues,Others,Others,Others
5858030,NI0322,2023-04-03 17:13:00,95.0,1.5833333332557231,Power,,,,,Faulty Charging Alternator,Silver,5858030_2023-04-03 17:13:00,2023-04-03,Generator,Electrical,Charging Alternator,Failure
5822380,SK0200,2023-04-03 03:58:00,203.0000000016298,3.383333333360497,Power,,,,,Faulty Priming Pump,Silver,5822380_2023-04-03 03:58:00,2023-04-03,Generator,Mechanical,Engine,Hand Primer
5843199,KB0349,2023-04-03 12:41:00,8.999999997904524,0.1499999999650754,Power,,,,,DG Overheating,Silver,5843199_2023-04-03 12:41:00,2023-04-03,Generator,Mechanical,Engine,Overheating
5825297,AB1234,2023-04-03 06:20:00,85.99999999743886,1.4333333332906475,Power,,,,,Radiator Leakages,Silver,5825297_2023-04-03 06:20:00,2023-04-03,Generator,Mechanical,Radiator,Radiator Leakages
5820407,KD0857,2023-04-03 02:19:00,248.9999999944121,4.149999999906868,Power,,,,,DG Coolant low,Silver,5820407_2023-04-03 02:19:00,2023-04-03,Generator,Mechanical,Radiator,DG Coolant Low
5888087,KD0020,2023-04-04 04:53:00,68.99999999441206,1.1499999999068675,Power,,,,,Faulty Priming Pump,Silver,5888087_2023-04-04 04:53:00,2023-04-04,Generator,Mechanical,Engine,Hand Primer
5930098,KD0075,2023-04-04 20:56:00,23.00000000162981,0.3833333333604969,Power,,,,,DC Breaker Fault|Overloaded DC Breaker,Gold,5930098_2023-04-04 20:56:00,2023-04-04,Generator,Electrical,Breaker,Tripped Circuit Breaker
5928481,KD0075,2023-04-04 19:45:00,40.00000000465661,0.6666666667442769,Power,,,,,DC Breaker Fault|Overloaded DC Breaker,Gold,5928481_2023-04-04 19:45:00,2023-04-04,Generator,Electrical,Breaker,Tripped Circuit Breaker
5871965,KD0112,2023-04-04 01:09:00,113.99999999441206,1.899999999906868,Power,,,,,Radiator Leakages,Gold,5871965_2023-04-04 01:09:00,2023-04-04,Generator,Mechanical,Radiator,Radiator Leakages
5891170,KD0307,2023-04-04 07:07:00,284.99999999650754,4.749999999941792,Power,,,,,Low Fuel,Silver,5891170_2023-04-04 07:07:00,2023-04-04,Generator,Mechanical,Fuel,Low Diesel
5931251,KN0245,2023-04-04 21:47:00,132.0000000006985,2.200000000011641,Power,,,,,DG Alternator fault,Silver,5931251_2023-04-04 21:47:00,2023-04-04,Generator,Electrical,Alternator,Alternator Fault
5913562,KN0334,2023-04-04 08:08:00,870.9999999997672,14.516666666662786,Power,,,,,Generator Fault,Silver,5913562_2023-04-04 08:08:00,2023-04-04,Other Issues,Others,Others,Others
5930408,KN0369,2023-04-04 20:26:00,212.9999999923166,3.549999999871943,Power,,,,,,Silver,5930408_2023-04-04 20:26:00,2023-04-04,Other Issues,Others,Others,Others
5910431,NI0322,2023-04-04 14:07:00,119.00000000023284,1.9833333333372136,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Silver,5910431_2023-04-04 14:07:00,2023-04-04,Generator,Electrical,Breaker,Tripped Circuit Breaker
5871142,NI0322,2023-04-04 00:33:00,91.99999999604188,1.5333333332673649,Power,,,,,Faulty Charging Alternator,Silver,5871142_2023-04-04 00:33:00,2023-04-04,Generator,Electrical,Charging Alternator,Failure
5925404,KB0349,2023-04-04 18:36:00,62.99999999580905,1.0499999999301508,Power,,,,,Faulty DG Starter Relay,Silver,5925404_2023-04-04 18:36:00,2023-04-04,Other Issues,Others,Others,Others
5919643,SK0367,2023-04-04 16:26:00,75.00000000349246,1.2500000000582077,Power,,,,,Fuel System Fault,Silver,5919643_2023-04-04 16:26:00,2023-04-04,Generator,Mechanical,Fuel,Others
5929100,KD0819,2023-04-04 20:21:00,98.00000000512227,1.6333333334187046,Power,,,,,Generator Failure,Silver,5929100_2023-04-04 20:21:00,2023-04-04,Other Issues,Others,Others,Others
5930641,SK0377,2023-04-04 21:27:00,17.99999999580905,0.2999999999301508,Power,,,,,DG Running Over,Silver,5930641_2023-04-04 21:27:00,2023-04-04,Other Issues,Others,Others,Others
5909040,SK0377,2023-04-04 13:48:00,18.000000006286427,0.3000000001047738,Power,,,,,DG Running Over,Silver,5909040_2023-04-04 13:48:00,2023-04-04,Other Issues,Others,Others,Others
5929648,KD0926,2023-04-04 20:40:00,198.99999999906868,3.3166666666511446,Power,,,,,Customer,Silver,5929648_2023-04-04 20:40:00,2023-04-04,Other Issues,Others,Others,Others
5885635,SK0455,2023-04-04 04:56:00,142.9999999946449,2.3833333332440816,Power,,,,,Faulty DG Starter Relay,Silver,5885635_2023-04-04 04:56:00,2023-04-04,Other Issues,Others,Others,Others
5994576,SK0436,2023-04-05 23:25:00,13.00000000046566,0.2166666666744277,Power,,,,,Smart Batteries,Silver,5994576_2023-04-05 23:25:00,2023-04-05,Other Issues,Others,Others,Others
5992122,KN0048,2023-04-05 22:31:00,66.99999999837019,1.116666666639503,Power,,,,,Faulty Priming Pump,Platinum,5992122_2023-04-05 22:31:00,2023-04-05,Generator,Mechanical,Engine,Hand Primer
5990897,KN0006,2023-04-05 21:45:00,117.00000000419097,1.9500000000698487,Power,,,,,DC Breaker Fault|Overloaded DC Breaker,Silver,5990897_2023-04-05 21:45:00,2023-04-05,Generator,Electrical,Breaker,Tripped Circuit Breaker
5990035,SK0436,2023-04-05 21:44:00,63.99999999906868,1.0666666666511446,Power,,,,,Malfunctioning Battery,Silver,5990035_2023-04-05 21:44:00,2023-04-05,Other Equipment,Battery,Starter Batteries,Starter Batteries
5987972,NI0135,2023-04-05 20:14:00,57.00000000768341,0.9500000001280569,Power,,,,,DG Fuel Filter,Platinum,5987972_2023-04-05 20:14:00,2023-04-05,Generator,Mechanical,Fuel,Others
5985038,KD0062,2023-04-05 19:01:00,37.99999999813736,0.6333333333022892,Power,,,,,DG Starter Battery Fault,Silver,5985038_2023-04-05 19:01:00,2023-04-05,Other Equipment,Battery,Starter Batteries,Starter Batteries
5977653,NI0044,2023-04-05 16:48:00,70.00000000814907,1.1666666668024843,Power,,,,,DG Overheating,Silver,5977653_2023-04-05 16:48:00,2023-04-05,Generator,Mechanical,Engine,Overheating
5978887,AB0064,2023-04-05 16:30:00,33.99999999557622,0.566666667,Power,,,,,Malfunctioning,Silver,5978887_2023-04-05 16:30:00,2023-04-05,Other Issues,Others,Others,Others
5971957,NI0341,2023-04-05 14:59:00,7.000000001862645,0.1166666666977107,Power,,,,,Unstable Mains,Silver,5971957_2023-04-05 14:59:00,2023-04-05,Other Issues,Others,Others,Others
5964172,KD0318,2023-04-05 12:46:00,26.999999993713573,0.4499999998952262,Power,,,,,DG Coolant low,Silver,5964172_2023-04-05 12:46:00,2023-04-05,Generator,Mechanical,Radiator,DG Coolant Low
5962085,KN0919,2023-04-05 12:40:00,24.999999997671694,0.4166666666278615,Power,,,,,Faulty Priming Pump,Silver,5962085_2023-04-05 12:40:00,2023-04-05,Generator,Mechanical,Engine,Hand Primer
5962140,AB0923,2023-04-05 12:19:00,4.000000002561137,0.066666667,Power,,,,,Rectifier Fault,Silver,5962140_2023-04-05 12:19:00,2023-04-05,Other Equipment,Rectifier,Others,Others
5947945,KN0334,2023-04-05 07:26:00,8.999999997904524,0.1499999999650754,Power,,,,,Generator Fault,Silver,5947945_2023-04-05 07:26:00,2023-04-05,Other Issues,Others,Others,Others
5946876,NI0342,2023-04-05 07:26:00,17.0,0.283333333,Power,,,,,Fuel Theft,Silver,5946876_2023-04-05 07:26:00,2023-04-05,Generator,Mechanical,Fuel,Others
5946104,KT0036,2023-04-05 07:19:00,26.000000000931323,0.4333333333488554,Power,,,,,Faulty Charging Alternator,Silver,5946104_2023-04-05 07:19:00,2023-04-05,Generator,Electrical,Charging Alternator,Failure
5939906,KD0095,2023-04-05 03:53:00,56.99999999720603,0.95,Power,,,,,DC Cable Fault|Burnt DC Cable,Platinum,5939906_2023-04-05 03:53:00,2023-04-05,Other Equipment,Electrical,Wiring,Cable
5938317,SK0436,2023-04-05 03:08:00,78.99999999557622,1.316666666592937,Power,,,,,DG Running Over,Silver,5938317_2023-04-05 03:08:00,2023-04-05,Other Issues,Others,Others,Others
5936337,KD0122,2023-04-05 01:46:00,97.00000000186265,1.6166666666977108,Power,,,,,Malfunctioning Battery,Silver,5936337_2023-04-05 01:46:00,2023-04-05,Other Equipment,Battery,Starter Batteries,Starter Batteries
5940905,KN0334,2023-04-05 01:39:00,342.0000000041909,5.700000000069849,Power,,,,,Generator Fault,Silver,5940905_2023-04-05 01:39:00,2023-04-05,Other Issues,Others,Others,Others
5930408,KN0369,2023-04-05 00:00:00,490.99999999743886,8.183333333290648,Power,,,,,DG Alternator fault,Silver,5930408_2023-04-05 00:00:00,2023-04-05,Generator,Electrical,Alternator,Alternator Fault
6029639,AB0089,2023-04-06 14:38:00,71.00000000093132,1.1833333333488554,Power,,,,,Contactor Fault,Silver,6029639_2023-04-06 14:38:00,2023-04-06,Other Issues,Others,Others,Others
6007068,AB1392,2023-04-06 06:14:00,33.99999999557622,0.566666667,Power,,,,,DG Coolant low,Silver,6007068_2023-04-06 06:14:00,2023-04-06,Generator,Mechanical,Radiator,DG Coolant Low
6043883,KD0050,2023-04-06 19:19:00,11.000000004423782,0.183333333,Power,,,,,DG Coolant low,Silver,6043883_2023-04-06 19:19:00,2023-04-06,Generator,Mechanical,Radiator,DG Coolant Low
6027863,KD0089,2023-04-06 14:00:00,65.99999999511056,1.0999999999185093,Power,,,,,DC Breaker Fault|Tripped DCDB Breaker,Platinum,6027863_2023-04-06 14:00:00,2023-04-06,Generator,Electrical,Breaker,Tripped Circuit Breaker
6010127,KD0108,2023-04-06 08:10:00,46.99999999604188,0.7833333332673647,Power,,,,,Water Pump Fault,Gold,6010127_2023-04-06 08:10:00,2023-04-06,Other Issues,Others,Others,Others
6034724,KD0664,2023-04-06 16:19:00,27.00000000419095,0.4500000000698492,Power,,,,,DG Coolant low,Silver,6034724_2023-04-06 16:19:00,2023-04-06,Generator,Mechanical,Radiator,DG Coolant Low
6018165,KD0827,2023-04-06 11:10:00,9.999999990686774,0.1666666665114462,Power,,,,,Faulty Battery,Silver,6018165_2023-04-06 11:10:00,2023-04-06,Other Equipment,Battery,Starter Batteries,Starter Batteries
